0,198.825
0.000166667,26.1
0.000333333,17.16835443
0.0005,13.37010309
0.000666667,10.88421053
0.000833333,8.417391304
0.001,6.869811321
0.001166667,6.156140351
0.001333333,5.733519553
0.0015,5.633701657
0.001666667,5.210526316
0.001833333,4.866666667
0.002,4.825628141
0.002166667,4.704950495
0.002333333,4.587804878
0.0025,4.587804878
0.002666667,4.549514563
0.002833333,4.474038462
0.003,4.291549296
0.003166667,4.083561644
0.003333333,3.886666667
0.0035,3.792105263
0.003666667,3.761135371
0.003833333,3.730434783
0.004,3.7
0.004166667,3.7
0.004333333,3.669827586
0.0045,3.639914163
0.004666667,3.551694915
0.004833333,3.52278481
0.005,3.381818182
0.005166667,3.168
0.005333333,3.142231076
0.0055,3.116666667
0.005666667,3.091304348
0.005833333,3.066141732
0.006,3.041176471
0.006166667,3.041176471
0.006333333,3.041176471
0.0065,3.041176471
0.006666667,3.01640625
0.006833333,3.01640625
0.007,3.066141732
0.007166667,3.091304348
0.007333333,3.091304348
0.0075,3.116666667
0.007666667,3.116666667
0.007833333,3.142231076
0.008,3.142231076
0.008166667,3.168
0.008333333,3.193975904
0.0085,3.246558704
0.008666667,3.354320988
0.008833333,3.4375
0.009,3.494117647
0.009166667,3.465690377
0.009333333,3.4375
0.0095,3.4375
0.009666667,3.409543568
0.009833333,3.409543568
0.01,3.4375
0.010166667,3.4375
0.010333333,3.4375
0.0105,3.409543568
0.010666667,3.381818182
0.010833333,3.381818182
0.011,3.354320988
0.011166667,3.381818182
0.011333333,3.409543568
0.0115,3.409543568
0.011666667,3.409543568
0.011833333,3.409543568
0.012,3.381818182
0.012166667,3.381818182
0.012333333,3.354320988
0.0125,3.381818182
0.012666667,3.381818182
0.012833333,3.381818182
0.013,3.381818182
0.013166667,3.381818182
0.013333333,3.381818182
0.0135,3.354320988
0.013666667,3.381818182
0.013833333,3.381818182
0.014,3.381818182
0.014166667,3.381818182
0.014333333,3.381818182
0.0145,3.381818182
0.014666667,3.354320988
0.014833333,3.354320988
0.015,3.381818182
0.015166667,3.354320988
0.015333333,3.381818182
0.0155,3.354320988
0.015666667,3.354320988
0.015833333,3.354320988
0.016,3.354320988
0.016166667,3.354320988
0.016333333,3.354320988
0.0165,3.354320988
0.016666667,3.354320988
0.016833333,3.354320988
0.017,3.354320988
0.017166667,3.354320988
0.017333333,3.354320988
